highlight,title,author,note,location
"Doc Daneeka was unmoved. He was a sad, birdlike man with the spatulate face and scrubbed, tapering features of a well-groomed rat. “Fifty missions,” he repeated,",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",459.0
"But Yossarian knew he was right, because, as he explained to Clevinger, to the best of his knowledge he had never been wrong. Everywhere he looked was a nut, and it was all a sensible young gentleman like himself could do to maintain his perspective amid so much madness. And it was urgent that he did, for he knew his life was in peril.",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",444.0
"“Nathaniel who?” inquired Yossarian innocently. Clevinger skirted the trap neatly. “You think everybody is Jehovah. You’re no better than Raskolnikov—” “Who?” “—yes, Raskolnikov, who—” “Raskolnikov!” “—who—I mean it—who felt he could justify killing an old woman—” “No better than?” “—yes, justify, that’s right—with an ax! And I can prove it to you!” Gasping furiously for air, Clevinger enumerated Yossarian’s symptoms: an unreasonable belief that everybody around him was crazy, a homicidal impulse to machine-gun strangers, retrospective falsification, an unfounded suspicion that people hated him and were conspiring to kill him.",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",439.0
"Appleby was as good at shooting crap as he was at playing Ping-Pong, and he was as good at playing Ping-Pong as he was at everything else. Everything Appleby did, he did well. Appleby was a fair-haired boy from Iowa who believed in God, Motherhood and the American Way of Life, without ever thinking about any of them, and everybody who knew him liked him.",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",409.0
"Yossarian had proof, because strangers he didn’t know shot at him with cannons every time he flew up into the air to drop bombs on them, and it wasn’t funny at all. And if that wasn’t funny, there were lots of things that weren’t even funnier. There was nothing funny about living like a bum in a tent in Pianosa between fat mountains behind him and a placid blue sea in front that could gulp down a person with a cramp in the twinkling of an eye and ship him back to shore three days later, all charges paid, bloated, blue and putrescent, water draining",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",385.0
of conviction. There were many principles in which Clevinger believed passionately. He was crazy.,Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",380.0
"emotion, his eyes moist and his lips quivering and pale. As always occurred when he quarreled over principles in which he believed passionately, he would end up gasping furiously for air and blinking back bitter tears",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",379.0
"This is probably the only sane ward in the whole world, for that matter.” The chaplain rose quickly and edged away from Yossarian’s bed, and then",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",333.0
"The warrant officer was unimpressed by everything and never spoke at all unless it was to show irritation. The day before Yossarian met the chaplain, a stove exploded in the mess hall and set fire to one side of",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",278.0
"The warrant officer on Yossarian’s left was unimpressed. “Who gives a shit?” he asked tiredly, and turned over on his side to go to sleep. The Texan turned out to be good-natured, generous and likable. In three days no one could stand him. He sent shudders of annoyance scampering up ticklish",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",254.0
Dunbar was lying motionless on his back again with his eyes staring up at the ceiling like a doll’s. He was working hard at increasing his life span. He did it by cultivating boredom.,Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",247.0
"After the first day he had no curiosity at all. To break the monotony he invented games. Death to all modifiers, he declared one day, and out of every letter that passed through his hands went every adverb and every adjective.",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",226.0
"Mrs. Daneeka, Doc Daneeka’s wife, was not glad that Doc Daneeka was gone and split the peaceful Staten Island night with woeful shrieks of lamentation when she learned by War Department telegram",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",5929.0
chaplain sharply to make certain he was not being ridiculed.,Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",3386.0
"he was thoroughly detested by both groups, who never defended him to anyone because they thought he was a dope. He was a very serious, very",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",1253.0
"“What about your nightmares?” “I don’t have nightmares,” Hungry Joe lied.",Catch-22: 50th Anniversary Edition,Joseph Heller,"uploaded,uploaded",1014.0
"Inheritance and composition each have their advantages and disadvantages. Class inheritance is defined statically at compile-time and is straightforward to use, since it’s supported directly by the programming language. Class inheritance also makes it easier to modify the implementation being reused. When a subclass overrides some but not all operations, it can affect the operations it inherits as well, assuming they call the overridden operations",Ryan O&#39;Connor highlighted Inheritance and composition each have...,learning.oreilly.com,"uploaded,uploaded",0.0
"But you did not bring them, old man. Now is no time to think of what you do not have. Think of what you can do with what there is.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",803.0
"""I killed him in self-defense,"" the old man said aloud. ""And I killed him well."" Besides, he thought, everything kills everything else in some way. Fishing kills me exactly as it keeps me alive. The boy keeps me alive, he thought. I must not deceive myself too much. He leaned over the side",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",765.0
"But when he put all of his effort on, starting it well out before the fish came alongside and pulling with all his strength, the fish pulled part way over and then righted himself and swam away. ""Fish,"" the old man said. ""Fish, you are going to have to die anyway. Do you have to",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",654.0
"I must hold his pain where it is, he thought. Mine does not matter. I can control mine. But his pain could drive him mad. After a while the fish stopped beating at the wire and started",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",626.0
"aloud. ""I have never seen or heard of such a fish. But I must kill him. I am glad we do not have to try to kill the stars."" Imagine if each day a man must try to kill the moon, he thought. The moon runs away. But imagine if a man each day should have to try to kill the sun? We were born lucky, he thought. Then he was sorry for the great fish that had nothing to eat and his determination to kill him never relaxed in his sorrow for him. How many people will he feed, he thought. But are they worthy to eat him? No, of course not. There is no one worthy of eating him from the manner of his behaviour and his great dignity. I do not understand these things, he thought. But it is good that we do not have to try to kill the sun or the moon or the stars. It is enough to live on the sea and kill our true brothers.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",521.0
"jumped, the old man thought. He jumped almost as though to show me how big he was. I know now, anyway, he thought. I wish I could show him what sort of man I am. But then he would see the cramped hand. Let him think I am more man than I am and I will be so. I wish I was the fish, he thought, with everything he has against only my will and my intelligence. He settled comfortably against the wood and took",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",432.0
"He looked across the sea and knew how alone he was now. But he could see the prisms in the deep dark water and the line stretching ahead and the strange undulation of the calm. The clouds were building up now for the trade wind and he looked ahead and saw a flight of wild ducks etching themselves against the sky over the water, then blurring, then etching again and he knew no man was ever alone on the sea. He thought of how some",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",406.0
"his tail which was sharp as a scythe and almost of that size and shape. When the old man had gaffed her and clubbed her, holding the rapier bill with its sandpaper edge and clubbing her across the top of her head until her colour turned to a colour almost like the backing",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",318.0
"During the night two porpoise came around the boat and he could hear them rolling and blowing. He could tell the difference between the blowing noise the male made and the sighing blow of the female. ""They are good,"" he said. ""They play and make jokes and love one another.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",309.0
"You did not kill the fish only to keep alive and to sell for food, he thought. You killed him for pride and because you are a fisherman. You loved him when he was alive and you loved him after. It you love him, it is not a sin to kill him. Or is it more? ""You think too much, old man,"" he said aloud. But you enjoyed killing the dentuso, he thought. He lives on the live fish as you do. He is not a scavenger nor just a moving appetite as some sharks are. He is beautiful and noble and knows no fear of anything.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",762.0
"It is silly not to hope, he thought. Besides I believe it is a sin. Do not think about sin, he thought. There are enough problems now without sin. Also I have no understanding of it.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",756.0
"""But man is not made for defeat,"" he said. ""A man can be destroyed but not defeated."" I am sorry that I killed the fish though, he thought. Now the bad time is coming and I do not even have the harpoon. The dentuso is cruel and able and strong and intelligent. But I was more intelligent that he was. Perhaps not, he thought. Perhaps I was only better armed. ""Don't think, old man,""",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",745.0
"The fish had turned silver from his original purple and silver, and the stripes showed the same pale violet colour as his tail. They were wider than a man's hand with his fingers spread and the fish's eye looked as detached as the mirrors in a periscope or as a saint in a procession.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",691.0
"Then the fish came alive, with his death in him, and rose high out of the water showing all his great length and width and all his power and his beauty. He seemed to hang in the air above the old man in the skiff. Then he fell into the water with a crash that sent spray over the old man and over all of the skiff. The old man felt faint and sick and he could not see well. But he cleared the harpoon line and let it run slowly through his raw hands and, when he could see, he saw the fish was on his back with his silver belly up. The shaft of the harpoon was projecting at an angle from the fish's shoulder and the sea was discolouring with the red of the blood from his heart. First it was dark as a shoal in the blue water that was more than a mile deep. Then it spread like a cloud. The fish was silvery and still and floated with the waves.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",671.0
"That way nothing is accomplished, he thought. His mouth was too dry to speak but he could not reach for the water now. I must get him alongside this time, he thought. I am not good for many more turns. Yes you are, he told himself. You're good for ever. On the next turn, he nearly had him. But again the fish righted himself and swam slowly away. You are killing me, fish, the old man thought. But you have a right to. Never have I seen a greater, or more beautiful, or a calmer or more noble thing than you, brother. Come on and kill me. I do not care who kills who. Now you are getting confused in the head, he thought. You must keep your head clear. Keep your head clear and know how to suffer like a man. Or a fish, he thought.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",656.0
"It was considered a virtue not to talk unnecessarily at sea and the old man had always considered it so and respected it. But now he said his thoughts aloud many times since there was no one that they could annoy. ""If the others heard me talking out loud they would think that I am crazy,"" he said aloud. ""But since I am not crazy, I do not care.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",241.0
"trunk backs that were as long as the skiff and weighed a ton. Most people are heartless about turtles because a turtle's heart will beat for hours after he has been cut up and butchered. But the old man thought, I have such a heart too and my feet and hands are like theirs. He ate the white eggs to give himself strength. He ate them all through May to be strong in September and October for the truly big fish.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",221.0
"But, he thought, I keep them with precision. Only I have no luck any more. But who knows? Maybe today. Every day is a new day. It is better to be lucky. But I would rather be exact. Then when luck comes you are ready.",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",186.0
"""Qué va,"" the boy said. ""There are many good fishermen and some great ones. But there is only you."" ""Thank you. You make me happy. I hope no fish will come along so great that he will prove us wrong."" ""There is no such fish if you are still strong as you say."" ""I may not be as strong as I think,"" the old man said. ""But I know many tricks and I have resolution.""",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",113.0
"""Can you really remember that or did I just tell it to you?"" ""I remember everything from when we first went together.""",The Old Man and the Sea,Ernest Hemingway,"uploaded,uploaded",40.0
"Here, Mode > Median > Mean.
In the Normal Distribution, Mean, Median and Mode are equal but in a negatively skewed distribution, we express the general relationship between the central tendency measured as:

Mode > Median > Mean",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",5.0
"In a positively skewed distribution, we express the general relationship between the central tendency measures as:

Mode < Median < Mean",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",6.0
The Q-Q plot or quantile-quantile plot is a scatter plot created by plotting two sets of quantiles against one another.,Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",9.0
"Q_Q Plot
Quantiles are cut points dividing the range of a probability distribution into continuous intervals with equal probabilities or dividing the observations in a sample in the same way.

2 quantile is known as the Median
4 quantile is known as the Quartile
10 quantile is known as the Decile
100 quantile is known as the Percentile
",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",8.0
"A density plot is a smoothed, continuous version of a histogram estimated from the data. The most common form of estimation is known as kernel density estimation (KDE). In this method, a continuous curve (the kernel) is drawn at every individual data point and all of these curves are then added together to make a single smooth density estimation.",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",7.0
"As you can clearly see, the Birth weight, the IQ Score, and stock price return often form a bell-shaped curve. Similarly, there are many other social and natural datasets that follow Normal Distribution",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",0.0
"If there is a low presence of extreme values compared to Normal Distribution, then lesser data points will lie along the tail. In such cases, the Kurtosis value will be less than zero. We call such types of distributions as Platykurtic Distribution. It will have a thinner tail and a shorter distribution in comparison to Normal distribution.",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",13.0
"If there are extreme values present in the data, then it means that more data points will lie along with the tails. In such cases, the value of K will be greater than zero. Here, Tail will be fatter and will have longer distribution. We call such types of distributions as Leptokurtic Distribution. As we can clearly see here, the tails are fatter and denser as compared to Gaussian Distribution:

",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",12.0
"For the symmetric type of distribution, the Kurtosis value will be close to Zero. We call such types of distributions as Mesokurtic distribution. Its tails are similar to Gaussian Distribution",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",11.0
"Skewness is also another measure to check for normality which tells us the amount and direction of the skewed data points. Generally for the value of Skewness:

If the value is less than -0.5, we consider the distribution to be negatively skewed or left-skewed where data points cluster on the right side and the tails are longer on the left side of the distribution
Whereas if the value is greater than 0.5, we consider the distribution to be positively skewed or right-skewed where data points cluster on the left side and the tails are longer on the right side of the distribution
And finally, if the value is between -0.5 and 0.5, we consider the distribution to be approximately symmetric",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",10.0
"Now, let’s say the paleontology marks follow a normal distribution with mean 60 and a standard deviation of 4. On the other hand, the fashion designing marks follow a normal distribution with mean 79 and standard deviation of 2.

We will have to calculate the z score by standardization of both these distributions:



Thus, Ross scored 1.25 standard deviations above the mean score while Rachel scored only 0.5 standard deviations above the mean score. Hence we can say that Ross Performed better than Rachel.",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",4.0
"68.27% of data lies within 1 standard deviation of the mean
95.45% of data lies within 2 standard deviations of the mean
99.73% of data lies within 3 standard deviations of the mean",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",3.0
"For a Normal Distribution:

Product of two Normal Distribution results into a Normal Distribution
The Sum of two Normal Distributions is a Normal Distribution
Convolution of two Normal Distribution is also a Normal Distribution
Fourier Transformation of a Normal Distribution is also Normal",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",2.0
"We can simplify the Normal Distribution’s Probability Density by using only two parameters: 𝝻 Mean and 𝛔2. This curve is symmetric around the Mean. Also as you can see for this distribution, the Mean, Median, and Mode are all the same.",Statistics for Data Science: What is Normal Distribution?,Subhash Meena,"uploaded,uploaded",1.0
"But class inheritance has some disadvantages, too. First, you can’t change the implementations inherited from parent classes at run-time, because inheritance is defined at compile-time. Second, and generally worse, parent classes often define at least part of their subclasses’ physical representation. Because inheritance exposes a subclass to details of its parent’s implementation, it’s often said that “inheritance breaks encapsulation” [Sny86]. The implementation of a subclass becomes so bound up with the implementation of its parent class that any change in the parent’s implementation will force the subclass to change.",Ryan O&#39;Connor highlighted But class inheritance has some disadv...,learning.oreilly.com,"uploaded,uploaded",0.0
"Point of view affects one’s interpretation of what is and isn’t a pattern. One person’s pattern can be another person’s primitive building block. For this book we have concentrated on patterns at a certain level of abstraction. Design patterns are not about designs such as linked lists and hash tables that can be encoded in classes and reused as is. Nor are they complex, domain-specific designs for an entire application or subsystem. The design patterns in this book are descriptions of communicating objects and classes that are customized to solve a general design problem in a particular context.",Ryan O&#39;Connor highlighted Point of view affects one’s interpret...,learning.oreilly.com,"uploaded,uploaded",0.0
"The two most common techniques for reusing functionality in object-oriented systems are class inheritance and object composition. As we’ve explained, class inheritance lets you define the implementation of one class in terms of another’s. Reuse by subclassing is often referred to as white-box reuse. The term “white-box” refers to visibility: With inheritance, the internals of parent classes are often visible to subclasses.",Ryan O&#39;Connor highlighted The two most common techniques for re...,learning.oreilly.com,"uploaded,uploaded",0.0
A mixin class is a class that’s intended to provide an optional interface or functionality to other classes. It’s similar to an abstract class in that it’s not intended to be instantiated. Mixin classes require multiple inheritance:,Ryan O&#39;Connor highlighted A mixin class is a class that’s inten...,learning.oreilly.com,"uploaded,uploaded",0.0
"A cryptocurrency is an online payment system for which the storage and the verification of transactions - therefore,  the safeguard of the system consistency itself - are decentralised, i.e. do not require the presence of a trusted third  party. This result can be achieved by securing financial transactions through a clever combination of cryptographic  technologies",nse-3968549831676965412-2005.00114.pdf.pdf,s3.us-west-2.amazonaws.com,"uploaded,uploaded",0.0
"So give me back that time again, When I was still \xe2\x80\x98becoming\xe2\x80\x99,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[185] When words gushed like a fountain In new, and endless flowing, Then for me mists veiled the world, In every bud the wonder glowed, A thousand flowers I unfurled,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[190] That every valley, richly, showed. I had nothing, yet enough: Joy in illusion, thirst for truth. Give every passion, free to move, The deepest bliss, filled with pain,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[195] The force of hate, the power of love, Oh, give me back my youth again!","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",187.0
"Age doesn\xe2\x80\x99t make us childish, as they say, It finds that we\xe2\x80\x99re still children.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",202.0
"Tomorrow won\xe2\x80\x99t do what\xe2\x80\x99s undone today,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[225] We shouldn\xe2\x80\x99t waste a minute, so Decide what\xe2\x80\x99s possible, and just Grasp it firmly like a hoe, Make sure that you let nothing go, And work it about, because you must.\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[230]","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",210.0
"I\xe2\x80\x99ve often heard it claimed, you see A priest could learn from the Old Comedy.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",416.0
"All kinds of coloured snippets,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[5100] Placed with perfect symmetry: You might mock us bit by bit, yes, But the whole attracts you see.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",4090.0
"You can\xe2\x80\x99t, if you can\xe2\x80\x99t feel it, if it never Rises from the soul, and sways\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[535] The heart of every single hearer, With deepest power, in simple ways. You\xe2\x80\x99ll sit forever, gluing things together, Cooking up a stew from other\xe2\x80\x99s scraps, Blowing on a miserable fire,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[540] Made from your heap of dying ash. Let apes and children praise your art, If their admiration\xe2\x80\x99s to your taste, But you\xe2\x80\x99ll never speak from heart to heart, Unless it rises up from your heart\xe2\x80\x99s space.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",423.0
"Parchment then, is that your holy well, From which drink always slakes your thirst? You\xe2\x80\x99ll never truly be refreshed until It pours itself from your own soul, first. \xc2\xa0 WAGNER: Pardon me, but it\xe2\x80\x99s a great delight\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[570] When, moved by the spirit of the ages, we have sight Of how a wiser man has thought, and how Widely at last we\xe2\x80\x99ve spread his word about.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",444.0
"Shall I obey that yearning? Ah! Our actions, and not just our grief, Impede us on life\xe2\x80\x99s journey.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",486.0
"What do you say to me, bare grinning skull? Except that once your brain whirled like mine,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[665] Sought the clear day, and in the twilight dull, With a breath of truth, went wretchedly awry.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",504.0
"O happy the man who still can hope Though drowned in a sea of error!\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1065] Man needs the things he doesn\xe2\x80\x99t know, What he knows is useless, forever. But don\xe2\x80\x99t let such despondency Spoil the deep goodness of the hour!","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",760.0
"A blissful warmth steals through your limbs, too When you\xe2\x80\x99ve unrolled some noble text, complete, Oh, how heaven\xe2\x80\x99s light descends on you!","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",784.0
"You only feel the one yearning at best,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1110] Oh, never seek to know the other! Two souls, alas, exist in my breast, One separated from another: One, with its crude love of life, just Clings to the world, tenaciously, grips tight,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1115] The other soars powerfully above the dust, Into the far ancestral height. Oh, let the spirits of the air, Between the heavens and Earth, weaving, Descend through the golden atmosphere,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1120] And lead me on to new and varied being! Yes, if a magic cloak were mine, that Would carry me off to foreign lands, Not for the costliest garment in my hands, For the mantle of a king, would I resign it!","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",787.0
"Part of the Power that would Always wish Evil, and always works the Good.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",939.0
"This life of earth, its narrowness, Pains me, however I\xe2\x80\x99m turned out,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1545] I\xe2\x80\x99m too old to play about, Too young, still, to be passionless.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1080.0
"cry, the bitterest tears, to see\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1555] Day grant no wish of mine, not one As it passes by on its journey. Even presentiments of joy Ebb, in wilful depreciation: A thousand grimaces life employs\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1560] To hinder me in creation. Then when night descends I must Stretch out, worried, on my bed: What comes to me is never rest, But some wild dream instead. \xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1565] The God that lives inside my heart, Can rouse my innermost seeing: The one enthroned beyond my art, Can\xe2\x80\x99t stir external being: And so existence is a burden: sated,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1570] Death\xe2\x80\x99s desired, and Life is hated.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1086.0
"Join forces with a poet: use poetry, Let him roam in imagination,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1790] You\xe2\x80\x99ll gain every noble quality From your honorary occupation, The lion\xe2\x80\x99s brave attitude The wild stag\xe2\x80\x99s swiftness, The Italian\xe2\x80\x99s fiery blood,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1795] The North\xe2\x80\x99s persistence. Let him find the mysterious Meeting of generous and devious, While you, with passions young and hot, Fall in love, according to the plot.\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[1800] I\xe2\x80\x99d like to see such a gentleman, among us, And I\xe2\x80\x99d call him Mister Microcosmus.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1239.0
"In the end, you are \xe2\x80\x93 what you are. Set your hair in a thousand curlicues Place your feet in yard-high shoes, You\xe2\x80\x99ll remain forever, what you are.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1251.0
"You\xe2\x80\x99re quite a well-made fellow, You\xe2\x80\x99re not short of courage too,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[2020] And when you\xe2\x80\x99re easy with yourself, Others will be easy with you.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1404.0
"These folk wouldn\xe2\x80\x99t feel the devil, even If he\xe2\x80\x99d got them dangling by the neck.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1554.0
We\xe2\x80\x99re cooking up thick beggars\xe2\x80\x99 soup. \xc2\xa0 MEPHISTOPHELES: Then there\xe2\x80\x99ll be thousands in the queue.,"Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1805.0
"What a silly lot! Not to know a pot, Not to know a kettle!","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1831.0
"Since we\xe2\x80\x99ve been seen together. And Civilisation makes men level,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[2495] It even sticks to the Devil: That Northern demon is no more: Who sees horns now, or tail or claw? As for the feet, which I can\xe2\x80\x99t spare, That would harm me with the people.\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[2500] So like many a youth, now, I wear, False calves and false in-steps, as well.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1894.0
"Perhaps you doubt my noble blood: See, here\xe2\x80\x99s the crest I carry, then! \xc2\xa0 (He makes an indecent gesture.) \xc2\xa0 THE WITCH: (Laughing immoderately.)","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",1908.0
"You gave me Nature\xe2\x80\x99s realm of splendour,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[3220] With the power to feel it, and enjoy. Not merely as a cold, awed stranger, But allowing me to look deep inside, Like seeing into the heart of a friend. You lead the ranks of living creatures\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[3225] Before me, showing me my brothers In the silent woods, the air, the water.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",2595.0
"Your deep, secret wonders in my heart. And when the pure Moon, to my eyes,\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[3235] Rises, calming me, the silvery visions Of former times, drift all around me, From high cliffs, and moist thickets, Tempering thought\xe2\x80\x99s austere delight. Oh, I know now that nothing can be\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[3240] Perfect for Mankind. You gave me, With this joy, that brings me nearer, Nearer to the gods, a companion, Whom I can no longer do without, Though he is impudent, and chilling, Degrades me in my own eyes, and with\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[3245] A word, a breath, makes your gifts nothing. He fans a wild fire in my heart, Always alive to that lovely form. So I rush from desire to enjoyment, And in enjoyment pine to feel desire.\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[3250]","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",2602.0
"And I, the god-forsaken, Was not great enough, To grasp the cliffs, and take them, And crush them into dust! I still must undermine her peaceful life!\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[3360] You, Hell, must have your sacrifice. Help, Devil, curtail the anxious moment brewing. What must be, let it be, and swiftly! Let her fate also fall on me, And she and I rush to ruin!\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[3365]","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",2689.0
"When a brain, like yours, no exit sees, It calls it the end of all things, too. Praise him who keeps his courage fresh!\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0[3370] Or you\xe2\x80\x99ll soon get quite be-devilled, there. I find nothing in the world so tasteless, As a Devil, in despair.","Faust (Translated, Illustrated): Parts I & II",Johann Wolfgang von Goethe,"downloaded,uploaded,uploaded",2696.0
